np_ave=174762
used mem size for tree=347881952
used mem size for tree(0)=0.347881952
# collectSample, decomposeDomain, exchangeParticles, makeLocal, makeGlobal, calcForce, calcMomentLocal, calcMomentGlobal, makeLET1st, makeLET2nd, exchangeLET1st, exchangeLET2nd
 +1.411438e-04 +4.792213e-05 +8.784056e-03 +4.472709e-02 +3.881598e-02 +3.129981e-01 +4.462957e-03 +6.613970e-03 +2.321005e-03 +0.000000e+00 +4.050016e-03 +0.000000e+00
 +0.000000e+00 +0.000000e+00 +8.836985e-03 +4.464388e-02 +3.884411e-02 +3.129461e-01 +4.501104e-03 +6.638050e-03 +2.255917e-03 +0.000000e+00 +4.116058e-03 +0.000000e+00
 +0.000000e+00 +0.000000e+00 +9.039164e-03 +4.488993e-02 +3.871703e-02 +3.129151e-01 +4.436970e-03 +6.662130e-03 +2.441168e-03 +0.000000e+00 +3.900051e-03 +0.000000e+00
 +0.000000e+00 +0.000000e+00 +8.898973e-03 +4.469299e-02 +3.880811e-02 +3.126509e-01 +4.414082e-03 +6.601095e-03 +2.229929e-03 +0.000000e+00 +4.236937e-03 +0.000000e+00
 +1.080036e-04 +4.982948e-05 +9.109020e-03 +4.609704e-02 +3.908920e-02 +3.252721e-01 +4.513025e-03 +6.875992e-03 +1.757145e-03 +0.000000e+00 +2.488852e-03 +0.000000e+00
 +0.000000e+00 +0.000000e+00 +8.275986e-03 +4.619122e-02 +3.896189e-02 +3.251810e-01 +4.468918e-03 +6.824017e-03 +1.716137e-03 +0.000000e+00 +2.657890e-03 +0.000000e+00
 +0.000000e+00 +0.000000e+00 +8.343935e-03 +4.610896e-02 +3.902125e-02 +3.253288e-01 +4.496098e-03 +6.806850e-03 +1.761913e-03 +0.000000e+00 +2.593994e-03 +0.000000e+00
 +0.000000e+00 +0.000000e+00 +8.335114e-03 +4.614592e-02 +3.894496e-02 +3.245959e-01 +4.509926e-03 +6.778002e-03 +1.726866e-03 +0.000000e+00 +2.550125e-03 +0.000000e+00
 +1.907349e-05 +5.388260e-05 +8.621216e-03 +4.570317e-02 +3.882504e-02 +3.228781e-01 +4.446030e-03 +6.829023e-03 +2.064943e-03 +0.000000e+00 +2.963066e-03 +0.000000e+00
 +0.000000e+00 +0.000000e+00 +8.466959e-03 +4.582191e-02 +3.893709e-02 +3.230040e-01 +4.442930e-03 +6.760120e-03 +2.091169e-03 +0.000000e+00 +2.822876e-03 +0.000000e+00
 +0.000000e+00 +0.000000e+00 +8.353949e-03 +4.577017e-02 +3.885722e-02 +3.231292e-01 +4.412889e-03 +6.811857e-03 +2.089977e-03 +0.000000e+00 +2.815008e-03 +0.000000e+00
