0	9.540000000000000e-04	5.307128902468424e+00	2.043132701499376e+00	3.486285524474917e-04	-1.510286288839775e-01	3.911560702721347e-01	4.184862746510777e-04	0
1	2.860000000000000e-04	-1.308660012536858e+00	7.252596989017730e+00	7.363003514722160e-03	-3.627001383048418e-01	-6.532810378931601e-02	-1.561626616715754e-05	0
2	4.760000000000000e-05	-1.473558523886044e+00	9.459886514560260e+00	-1.656597384572764e-03	-3.193251492347991e-01	-4.943559593075373e-02	3.182028919681313e-04	0
3	4.760000000000000e-05	-1.230733749874894e+01	-1.580788447136849e+00	-4.803216308211121e-03	3.638638573065688e-02	-2.816387853733865e-01	2.619221232810961e-04	0
4	4.760000000000000e-05	5.681301000284400e+00	-1.509164424191924e+01	-1.432463630181867e-02	2.329429729370763e-01	8.768549165535583e-02	-1.143084384441742e-04	0
5	1.050000000000000e-08	-2.219301017724036e+01	1.758933539048681e+01	-5.699434676589421e-03	-1.169793399931446e-01	-1.470379438538903e-01	3.899858060556895e-04	0
6	1.050000000000000e-08	2.804222873865057e+01	-2.945065125994263e+00	2.288803048763490e-03	1.975650777856516e-02	1.872694697893420e-01	-7.193064717190378e-05	0
7	1.050000000000000e-08	-1.957566333019686e+01	-7.924145585634342e+00	6.722373519570077e-03	8.193330584966946e-02	-2.016386662780094e-01	6.519234574488300e-04	0
8	1.050000000000000e-08	-1.501793056861604e+01	-2.200575832725580e+01	6.990102861136620e-03	1.598392199140341e-01	-1.092983177629937e-01	1.986173624885395e-04	0
9	1.050000000000000e-08	4.760102258046366e+00	2.217574072764552e+01	3.900212856573670e-02	-2.054060915691849e-01	4.385977436199803e-02	-1.648553301208473e-04	0
10	1.050000000000000e-08	-2.734739301119765e+01	7.125120745437240e+00	-9.451083206907220e-03	-4.757355313887007e-02	-1.819643586804893e-01	4.132162690336038e-06	0
11	1.050000000000000e-08	-7.279867252582014e+00	-2.678077864828831e+01	6.442632681633591e-03	1.832635626864185e-01	-4.970517757779057e-02	-2.969690420300230e-04	0
12	1.050000000000000e-08	-2.893373965933662e+00	-2.146070429764303e+01	7.270673347414820e-03	2.130863488178276e-01	-2.839389269371192e-02	1.726704334204439e-04	0
13	1.050000000000000e-08	-2.280836127668551e+00	-2.328214834960827e+01	-4.339103759913702e-02	2.057949480673587e-01	-2.031320227074924e-02	3.616051512847180e-04	0
14	1.050000000000000e-08	1.862454165302472e+01	6.854668077981827e+00	-2.687992635894415e-02	-7.768575103539098e-02	2.105083477167481e-01	-1.543643610624023e-04	0
15	1.050000000000000e-08	-1.273327423351672e+01	2.447952108846889e+01	-3.488661799500084e-03	-1.687993749902810e-01	-8.787479847506313e-02	7.877522376471554e-05	0
16	1.050000000000000e-08	-1.828855940264324e+01	1.539516001129037e+01	2.454426265362706e-02	-1.327381717701927e-01	-1.558066649775281e-01	-7.531309552309182e-04	0
17	1.050000000000000e-08	4.227797012739736e+00	-2.737843890902437e+01	-4.051309514713119e-02	1.877332539372119e-01	2.960138909410697e-02	2.047584030139875e-04	0
18	1.050000000000000e-08	-1.778273535598238e+01	-1.998784139241390e+00	-1.019283831759386e-02	2.590973028180603e-02	-2.359550485281919e-01	7.101693072417626e-05	0
19	1.050000000000000e-08	1.606100181405547e+01	-9.146291994626704e+00	-2.135929355471329e-02	1.160378894602898e-01	2.019594307663516e-01	2.754809724256045e-05	0
20	1.050000000000000e-08	-1.352607644702088e+01	-1.897732524491419e+01	-6.701267159553992e-02	1.687783641934211e-01	-1.203002342560391e-01	-5.758360486657660e-05	0
21	1.050000000000000e-08	2.240802150480145e+01	1.310544972767791e+01	-8.227119302099639e-02	-9.871698478070033e-02	1.695857179314142e-01	-4.645037229179039e-04	0
22	1.050000000000000e-08	-5.825275769029404e+00	2.654854921241703e+01	-3.108656318269561e-03	-1.872380871205433e-01	-4.155603551132993e-02	-1.463583067766024e-04	0
